id,length,pack,state,size,condition,cat2,stacks,width,count,target
8726,3449,42633.3004,ST-F,2246,CO-0,CA-14,25002,16067.319,65739.66884,TA-0
8727,35657,37263.0436,ST-11,33292,CO-C,CA-F,51418,10802.613,12913.16723,TA-3
8728,3359,59215.9787,ST-20,10648,CO-A,CA-8,43163,5373.817,16428.66434,TA-0
8729,21144,62952.1793,ST-2,41285,CO-6,CA-9,37301,16205.263,17001.69951,TA-3
8730,34627,39203.2653,ST-3,13613,CO-C,CA-19,31017,22861.814,14208.8415,TA-0
8731,30957,57531.4492,ST-6,28814,CO-9,CA-2,36783,977.144,58951.32848,TA-2
8732,13530,49155.8436,ST-1,28929,CO-7,CA-9,37762,16346.2,85083.08479,TA-1
8733,9792,37637.9248,ST-17,23039,CO-9,CA-4,52339,20530.14,56772.74619,TA-2
8734,36504,34746.0006,ST-18,4543,CO-9,CA-2,43869,5519.933,78162.35209,TA-1
8735,32687,48468.8144,ST-1D,43156,CO-0,CA-0,43133,27313.214,12127.34782,TA-4
8736,37011,33665.4503,ST-6,14524,CO-9,CA-5,40391,17709.321,51903.4025,TA-1
8737,34468,48733.4306,ST-2A,40835,CO-2,CA-C,45370,13448.207,79746.38494,TA-4
8738,33861,34890.2089,ST-10,15748,CO-A,CA-12,46536,24306.198,51172.20802,TA-1
8739,5651,33929.1323,ST-20,45800,CO-1,CA-12,43729,21833.998,32774.10626,TA-3
8740,1506,31669.3013,ST-12,39424,CO-3,CA-7,34094,24902.394,25213.19528,TA-3
8741,22835,28064.0987,ST-2B,19626,CO-7,CA-8,44087,25965.744,60100.86327,TA-3
8742,21798,60756.3761,ST-22,41058,CO-0,CA-3,38287,18358.505,27869.92299,TA-4
8743,33491,60358.8481,ST-1,51538,CO-4,CA-E,32226,1501.923,50448.74203,TA-3
8744,16690,40400.0029,ST-27,48484,CO-2,CA-9,39565,15771.951,68719.41266,TA-4
8745,16127,34751.1295,ST-C,39887,CO-4,CA-6,44199,974.182,8519.11286,TA-3
8746,32501,23035.5149,ST-26,5525,CO-4,CA-D,29081,26642.391,52848.84854,TA-2
8747,38632,70981.7537,ST-26,50689,CO-6,CA-F,44812,13611.44,76002.70193,TA-4
8748,5739,39849.2034,ST-8,50835,CO-6,CA-16,55926,9883.588,17069.20772,TA-3
8749,29238,31335.4548,ST-25,12781,CO-9,CA-6,26887,1822.499,30873.92173,TA-3
8750,25515,30502.5075,ST-12,14206,CO-9,CA-11,40055,12665.582,42730.22402,TA-1
8751,6506,34118.3809,ST-21,33755,CO-4,CA-19,48578,6068.067,47430.15638,TA-2
8752,23475,53579.9931,ST-28,7840,CO-6,CA-18,51075,3912.976,19571.55182,TA-1
8753,14465,NA,ST-1B,27428,CO-A,CA-B,59403,14716.482,48286.38568,TA-2
8754,34832,48242.3342,ST-18,46676,CO-6,CA-8,54936,22560.711,87895.55735,TA-4
8755,32522,70778.1759,ST-8,24648,CO-0,CA-18,43429,9655.732,19906.13099,TA-1
8756,22160,39276.9973,ST-15,26288,CO-2,CA-C,35101,23896.411,38306.88637,TA-2
8757,1788,53259.3868,ST-1F,33338,CO-3,CA-9,28461,1324.277,7678.75137,TA-2
8758,8695,38034.0747,ST-2,38534,CO-C,CA-16,30451,20994.324,6488.03826,TA-2
8759,11402,37774.0605,ST-6,21756,CO-B,CA-2,42265,23057.625,56818.1036,TA-1
8760,39164,15169.7741,ST-19,2087,CO-2,CA-B,28396,12782.777,81780.70801,TA-1
8761,33679,46324.2551,ST-A,44878,CO-D,CA-F,50574,3144.54,21284.36756,TA-4
8762,10731,53956.8433,ST-3,9639,CO-4,CA-10,34714,14885.116,3584.54324,TA-0
8763,37629,50230.7303,ST-23,42443,CO-3,CA-B,45351,23217.609,34564.78191,TA-4
8764,7061,42818.039,ST-9,25577,CO-7,CA-1,41721,9834.544,23388.69402,TA-2
8765,2502,37470.5761,ST-1A,15293,CO-9,CA-8,37726,15992.634,84117.89742,TA-0
8766,34797,58008.7418,ST-7,5839,CO-A,CA-E,26205,21161.774,10135.92654,TA-0
8767,4216,NA,ST-14,2615,CO-7,CA-A,45777,13833.927,75811.43216,TA-0
8768,16482,36242.4416,ST-6,11844,CO-9,CA-10,17803,17305.282,63526.63573,TA-0
8769,10137,25756.8497,ST-11,5008,CO-9,CA-9,27388,5969.507,69792.95827,TA-0
8770,24502,40010.4782,ST-1,5429,CO-7,CA-3,28382,22436.48,52833.87698,TA-0
8771,30717,55128.1192,ST-D,30963,CO-B,CA-3,44607,16838.892,48043.31649,TA-3
8772,35633,45417.4253,ST-4,48551,CO-0,CA-12,38926,5589.535,42011.76136,TA-3
8773,15121,54354.3825,ST-25,9602,CO-A,CA-4,33445,21713.848,47013.19724,TA-1
8774,17363,45307.631,ST-A,51161,CO-A,CA-10,45850,6223.692,53539.71984,TA-4
8775,8762,52652.0985,ST-20,2309,CO-8,CA-19,22074,19763.307,17827.47333,TA-0
8776,3701,38041.5498,ST-8,30627,CO-5,CA-4,34242,26880.258,21391.67707,TA-2
8777,27141,40032.0025,ST-21,41373,CO-2,CA-F,32122,24224.157,42402.94179,TA-4
8778,20970,45019.6814,ST-14,42927,CO-9,CA-19,49548,13781.579,7079.60367,TA-3
8779,14233,51021.4027,ST-21,38465,CO-B,CA-19,38806,9558.178,47039.62941,TA-3
8780,21680,43864.8424,ST-9,45978,CO-B,CA-19,22451,4354.642,24256.35772,TA-3
8781,22945,51609.7553,ST-28,50941,CO-9,CA-C,47216,20942.765,60973.9284,TA-4
8782,13441,36162.8232,ST-F,24990,CO-8,CA-A,27629,9709.774,12663.80793,TA-1
8783,10116,34058.1282,ST-7,26524,CO-A,CA-A,39850,20317.694,25226.53841,TA-1
8784,25278,45267.1201,ST-2,5045,CO-5,CA-17,46143,15340.484,58979.13725,TA-0
8785,4033,44522.0378,ST-1C,30952,CO-6,CA-8,50951,5246.517,62935.89176,TA-2
8786,39125,47846.7748,ST-23,23998,CO-8,CA-C,17787,26603.358,21176.51583,TA-4
8787,5651,NA,ST-11,18232,CO-C,CA-5,45942,11072.58,16851.58639,TA-1
8788,15567,35260.6706,ST-20,22164,CO-7,CA-2,27247,20178.105,3884.44428,TA-2
8789,4873,55984.2498,ST-11,49335,CO-5,CA-17,31323,2072.724,47012.03219,TA-3
8790,9898,43514.5606,ST-15,3497,CO-3,CA-A,39137,2715.51,80293.17729,TA-0
8791,28353,23673.9667,ST-25,4986,CO-5,CA-0,36399,26424.103,8008.27354,TA-2
8792,8118,45096.4226,ST-1A,22809,CO-D,CA-1,48813,1269.693,79875.51766,TA-2
8793,6501,55019.9162,ST-1A,27457,CO-7,CA-B,49900,1026.535,20750.59327,TA-2
8794,14167,50157.6387,ST-4,30904,CO-6,CA-12,30567,18226.334,23200.98303,TA-1
8795,5961,47240.9399,ST-11,37823,CO-C,CA-18,39451,20744.911,53526.36453,TA-2
8796,9601,32407.5636,ST-1B,23496,CO-3,CA-6,42656,13332.533,29360.9647,TA-2
8797,15247,67776.1141,ST-F,7332,CO-5,CA-B,35464,9973.033,82458.78048,TA-0
8798,31196,NA,ST-28,32384,CO-1,CA-A,34581,14247.596,1295.30006,TA-4
8799,17429,48151.0123,ST-7,25376,CO-9,CA-19,35632,25063.041,24835.68687,TA-1
8800,16445,63086.2069,ST-1A,20829,CO-C,CA-8,34590,22603.929,72160.54878,TA-2
8801,11047,52714.9794,ST-1B,18930,CO-D,CA-B,51771,20758.156,31725.55881,TA-1
8802,28029,41155.9924,ST-6,37912,CO-B,CA-1,62653,24489.578,37279.32998,TA-3
8803,29757,56932.4291,ST-B,11496,CO-C,CA-17,27838,4504.643,27298.08025,TA-0
8804,24753,49761.0439,ST-2,19892,CO-7,CA-2,38835,12396.535,76153.34529,TA-1
8805,980,37069.2262,ST-2,32517,CO-D,CA-F,27992,11683.317,3494.19587,TA-2
8806,10801,49631.5515,ST-C,24906,CO-B,CA-D,41747,18117.119,66415.49219,TA-1
8807,13558,24052.0286,ST-29,15641,CO-1,CA-E,29021,18984.316,32283.07502,TA-1
8808,38854,49130.1605,ST-1D,1917,CO-9,CA-14,44549,15582.333,16251.12348,TA-1
8809,30475,42400.4227,ST-4,40933,CO-7,CA-6,38177,21908.676,71289.22565,TA-3
8810,36650,55000.5649,ST-16,39165,CO-9,CA-10,50324,18302.224,54667.91823,TA-4
8811,37021,56128.8259,ST-A,8002,CO-D,CA-11,48179,8085.165,77414.91182,TA-0
8812,26310,35482.5492,ST-23,18663,CO-1,CA-9,44323,5958.069,42921.63368,TA-3
8813,28658,40648.6152,ST-20,2664,CO-4,CA-2,54625,11195.594,64689.28013,TA-1
8814,23171,37271.8985,ST-11,22314,CO-6,CA-18,42740,20136.162,35895.33061,TA-1
8815,16966,54853.7374,ST-2A,423,CO-3,CA-A,45052,11377.443,14524.90344,TA-0
8816,12295,39330.0603,ST-28,15110,CO-D,CA-4,54891,20983.43,7341.5291,TA-1
8817,24843,40131.2831,ST-1F,25814,CO-8,CA-3,30753,5034.333,85133.27702,TA-3
8818,13216,51410.6812,ST-18,11143,CO-B,CA-14,37990,2752.874,14140.41695,TA-0
8819,20561,25467.0396,ST-F,5101,CO-2,CA-13,43888,11611.101,26223.20486,TA-0
8820,31485,58596.2825,ST-2,6967,CO-8,CA-E,32264,15029.825,21006.98611,TA-0
8821,35366,52430.0532,ST-17,45903,CO-D,CA-10,56348,7325.48,14428.74764,TA-4
8822,35077,32382.1366,ST-A,17739,CO-3,CA-16,42024,4500.433,26794.09138,TA-1
8823,19358,39692.9874,ST-22,45347,CO-D,CA-5,40470,24672.139,17444.4053,TA-4
8824,16128,69443.838,ST-D,13113,CO-4,CA-18,29694,20884.918,50255.20249,TA-0
8825,8859,34550.0222,ST-1E,18204,CO-C,CA-10,44347,3949.053,70473.53845,TA-1
8826,13444,39194.7092,ST-14,4024,CO-1,CA-8,43754,6930.824,65010.58627,TA-0
8827,27111,33915.3661,ST-18,30337,CO-4,CA-12,36525,3119.404,77801.76704,TA-3
8828,24647,46948.558,ST-17,9863,CO-0,CA-1,52964,13871.178,14154.40337,TA-1
8829,25443,53242.9282,ST-A,22957,CO-9,CA-3,38498,8698.168,24810.73317,TA-2
8830,20265,54885.9077,ST-18,28274,CO-6,CA-B,47606,14863.026,53755.7768,TA-2
8831,38833,42887.4021,ST-2B,43913,CO-9,CA-7,34346,26245.138,47680.11587,TA-4
8832,18571,57761.6479,ST-1D,32728,CO-9,CA-E,46180,21173.319,57830.79937,TA-3
8833,13023,57255.3236,ST-A,50466,CO-B,CA-F,33475,21927.059,88347.61661,TA-4
8834,32329,39784.1082,ST-2A,13200,CO-A,CA-7,40463,22130.118,28664.82294,TA-3
8835,22737,NA,ST-1D,20993,CO-8,CA-C,34554,26343.153,67831.34837,TA-2
8836,39086,NA,ST-22,7859,CO-7,CA-2,39576,24081.394,74512.71716,TA-3
8837,7305,51675.1774,ST-9,15849,CO-A,CA-14,47907,21276.219,37897.89188,TA-0
8838,35060,50431.1243,ST-16,3315,CO-6,CA-10,37915,24585.965,11620.88052,TA-1
8839,36575,46582.8704,ST-2B,27984,CO-4,CA-14,33413,7873.531,59739.16101,TA-4
8840,38175,55578.2895,ST-21,45184,CO-C,CA-9,21413,16130.246,64030.11648,TA-4
8841,22150,32245.6251,ST-1E,402,CO-A,CA-11,30758,9165.03,61480.2049,TA-0
8842,33536,43520.707,ST-A,5170,CO-3,CA-16,23551,7768.288,37641.12319,TA-0
8843,38698,54510.0252,ST-16,44953,CO-5,CA-B,40995,14326.587,25272.40552,TA-4
8844,23706,48835.5493,ST-16,18793,CO-4,CA-18,39248,7406.448,3715.64787,TA-1
8845,7222,29544.1903,ST-1F,27608,CO-2,CA-E,25175,13549.014,67839.33095,TA-2
8846,35139,27752.7947,ST-1F,36965,CO-8,CA-14,45314,4058.627,39599.88992,TA-4
8847,1923,53222.8921,ST-A,2826,CO-D,CA-D,31825,18918.124,46118.0408,TA-0
8848,21990,53455.8617,ST-0,47059,CO-C,CA-14,41298,15369.504,19249.02255,TA-3
8849,19470,43638.2603,ST-1,44568,CO-2,CA-0,37276,6380.049,30531.65276,TA-3
8850,32047,27560.2736,ST-1,7195,CO-D,CA-1,42845,12182.511,86911.65635,TA-0
8851,2067,55025.012,ST-11,47528,CO-0,CA-1,59882,992.066,26224.15367,TA-4
8852,3534,50395.0692,ST-15,28965,CO-C,CA-2,33314,3912.677,60816.73017,TA-2
8853,27007,20526.7546,ST-9,31360,CO-7,CA-9,47905,26046.379,76960.22323,TA-2
8854,16767,51784.6605,ST-1C,45261,CO-B,CA-1,46439,1498.364,64646.45998,TA-4
8855,5988,54207.4757,ST-23,20769,CO-A,CA-16,39863,14465.849,65857.13867,TA-1
8856,22619,50018.429,ST-E,4936,CO-0,CA-0,49259,5024.153,21895.01206,TA-0
8857,15176,21227.0254,ST-4,8055,CO-0,CA-16,21662,7808.911,88902.25017,TA-0
8858,20181,41780.4451,ST-6,51011,CO-9,CA-0,52065,10511.752,78206.87691,TA-4
8859,30186,59480.6253,ST-2B,33084,CO-0,CA-1,44612,20080.699,60867.19173,TA-4
8860,36564,NA,ST-10,27913,CO-C,CA-14,46360,15712.957,78030.90109,TA-2
8861,5013,35090.8299,ST-F,45739,CO-2,CA-B,61769,13624.31,41181.96178,TA-3
8862,7555,44310.7815,ST-19,8848,CO-C,CA-8,45013,20928.701,19235.68719,TA-0
8863,4678,50293.892,ST-7,10617,CO-0,CA-18,43689,9820.632,49203.554,TA-0
8864,14770,NA,ST-D,9161,CO-C,CA-12,42610,15571.308,56601.83158,TA-0
8865,2724,34712.7538,ST-5,10071,CO-2,CA-13,43886,2375.405,71987.82586,TA-0
8866,36150,52448.7499,ST-18,40315,CO-3,CA-4,42334,18480.939,60724.08854,TA-4
8867,29989,49452.253,ST-1C,41001,CO-8,CA-6,36999,13889.816,76944.29824,TA-4
8868,35921,43387.1433,ST-22,6190,CO-D,CA-19,20384,16864.908,10898.70193,TA-1
8869,15399,36912.3156,ST-16,12726,CO-5,CA-9,24956,25734.759,32612.01775,TA-1
8870,6278,42452.7851,ST-1A,9520,CO-2,CA-1,28861,10344.63,17796.76142,TA-0
8871,24482,42181.014,ST-25,19690,CO-D,CA-3,49281,13164.989,64850.78905,TA-3
8872,5855,65594.9638,ST-15,48490,CO-9,CA-5,48931,961.508,15245.54476,TA-4
8873,30026,30259.3438,ST-22,25553,CO-A,CA-13,51435,26531.971,75634.91157,TA-3
8874,36119,52494.7273,ST-23,17832,CO-8,CA-A,40475,22529.766,15535.70292,TA-3
8875,9787,62070.1519,ST-7,24833,CO-D,CA-C,44819,11797.97,88856.67262,TA-1
8876,14260,NA,ST-D,2202,CO-3,CA-10,43914,3269.513,39108.16003,TA-0
8877,8574,48318.7844,ST-10,26028,CO-4,CA-10,52509,26266.673,63707.07354,TA-1
8878,27354,54313.9289,ST-23,3111,CO-B,CA-1,56377,9728.005,86715.7552,TA-1
8879,21756,52433.0244,ST-C,43824,CO-0,CA-9,32731,4229.24,13314.83992,TA-3
8880,720,55344.4998,ST-11,45519,CO-9,CA-D,44125,10263.788,41949.14457,TA-3
8881,33585,59833.6019,ST-23,13946,CO-C,CA-0,45793,5968.961,74567.53768,TA-3
8882,24130,56420.18,ST-4,24466,CO-9,CA-18,48424,13031.262,28865.40326,TA-1
8883,13592,63323.6837,ST-D,46053,CO-C,CA-11,34338,3445.684,73576.82853,TA-3
8884,37550,42121.2875,ST-20,38866,CO-C,CA-13,35946,8763.432,65025.211,TA-4
8885,33845,66157.8673,ST-1B,44025,CO-8,CA-8,33538,24986.435,63808.63914,TA-4
8886,31633,40080.89,ST-5,28775,CO-C,CA-5,37067,16449.328,38674.10144,TA-2
8887,22774,33420.6218,ST-16,44301,CO-4,CA-15,48074,8205.739,68526.3702,TA-4
8888,35433,70381.8141,ST-10,29274,CO-2,CA-17,34167,20676.464,25300.34571,TA-2
8889,16729,72786.7906,ST-13,13181,CO-1,CA-4,26902,3122.403,42040.88654,TA-1
8890,28604,56872.7649,ST-25,4514,CO-0,CA-B,20476,3317.476,73526.29219,TA-1
8891,10709,31715.6931,ST-2A,5752,CO-D,CA-15,25006,14166.994,63542.97657,TA-0
8892,4355,60008.4654,ST-C,23170,CO-8,CA-15,49488,3518.237,65587.29847,TA-1
8893,27166,50934.7047,ST-15,26093,CO-9,CA-17,44324,7437.194,53822.67799,TA-2
8894,29015,38446.4761,ST-7,6258,CO-6,CA-13,35581,6536.367,78201.83674,TA-0
8895,5687,54106.3569,ST-14,43549,CO-D,CA-15,55893,17386.77,21917.29346,TA-3
8896,16392,54193.8425,ST-1F,9961,CO-C,CA-E,30994,6442.707,14589.0294,TA-1
8897,26285,33881.7299,ST-1F,8734,CO-B,CA-1,50551,24165.701,80752.30536,TA-2
8898,37284,29905.9094,ST-9,43699,CO-8,CA-19,50972,21341.473,2850.13055,TA-3
8899,15924,56669.1722,ST-22,34755,CO-1,CA-4,47652,19625.297,50947.82924,TA-3
8900,28769,42494.5401,ST-4,30692,CO-4,CA-F,28687,4307.789,54932.80686,TA-2
8901,24000,54378.7363,ST-18,22057,CO-2,CA-B,54927,25154.08,81306.25546,TA-2
8902,37398,53117.1505,ST-24,47723,CO-8,CA-D,37665,8005.863,13125.95841,TA-4
8903,28777,41358.2788,ST-21,1537,CO-0,CA-6,29697,19572.206,49311.53599,TA-1
8904,9360,40710.8185,ST-14,12746,CO-3,CA-E,40052,24893.723,42460.54575,TA-0
8905,3122,36012.0088,ST-12,12563,CO-B,CA-19,55120,2985.441,89340.51864,TA-0
8906,11754,63294.4529,ST-D,46358,CO-4,CA-12,22359,13264.188,19910.01069,TA-3
8907,1081,48655.7083,ST-11,22107,CO-7,CA-13,33747,14273.487,37268.41658,TA-1
8908,29194,35477.2792,ST-17,24946,CO-9,CA-12,43443,15205.998,6817.54811,TA-2
8909,29710,60194.6843,ST-1F,22106,CO-2,CA-5,51380,15109.895,6217.5126,TA-3
8910,37830,52138.163,ST-F,32137,CO-5,CA-C,50227,26622.944,73408.49521,TA-3
8911,14639,44046.4915,ST-16,33026,CO-D,CA-16,40823,11076.122,2790.34858,TA-2
8912,17271,42665.0763,ST-2A,11926,CO-B,CA-6,44610,13670.888,67997.40257,TA-2
8913,37108,51268.5752,ST-A,49417,CO-6,CA-7,28145,8149.808,52050.46032,TA-4
8914,29857,63896.5445,ST-21,12850,CO-2,CA-F,63816,2054.295,42998.06833,TA-2
8915,15172,36663.9693,ST-1C,36023,CO-3,CA-15,43419,9575.813,6277.12133,TA-3
8916,10705,48981.9713,ST-1F,46327,CO-D,CA-B,34758,20304.895,23648.22725,TA-4
8917,12665,64257.8797,ST-12,41539,CO-C,CA-12,39873,24004.241,67195.70077,TA-3
8918,20716,NA,ST-5,50964,CO-7,CA-14,39657,11876.466,39618.51094,TA-3
8919,2126,55772.4925,ST-0,461,CO-5,CA-A,34965,16556.187,67753.22655,TA-0
8920,22971,65415.2582,ST-22,14028,CO-7,CA-D,41462,1611.651,4276.96719,TA-2
8921,6362,48380.1738,ST-6,20175,CO-8,CA-2,32531,18103.966,29364.70511,TA-1
8922,21316,46551.8417,ST-0,2286,CO-6,CA-16,28455,19755.249,40346.41183,TA-0
8923,7056,26780.6829,ST-A,19953,CO-5,CA-0,60965,9810.291,9811.63308,TA-1
8924,1986,53636.6161,ST-2B,45749,CO-7,CA-2,50988,6796.231,23857.07447,TA-3
8925,14537,NA,ST-2,14285,CO-4,CA-D,51668,5067.316,81259.07809,TA-0
8926,19876,NA,ST-28,17959,CO-D,CA-10,55338,2924.507,43969.64088,TA-2
8927,28491,60798.7959,ST-B,26063,CO-C,CA-3,47243,22091.765,11624.67968,TA-2
8928,9204,41605.1677,ST-B,32837,CO-4,CA-4,34053,7505.72,87394.30447,TA-2
8929,30595,50340.8125,ST-5,24270,CO-8,CA-10,37679,3049.446,75354.47911,TA-1
8930,20942,36846.301,ST-16,11487,CO-2,CA-15,47842,4593.981,63290.03661,TA-0
8931,35096,54201.7857,ST-27,16397,CO-D,CA-15,38279,3398.819,56683.67032,TA-3
8932,19258,72092.9263,ST-19,47838,CO-6,CA-6,37838,26363.162,10095.52539,TA-4
8933,14129,23574.2207,ST-21,32016,CO-5,CA-14,59452,12989.067,65061.43613,TA-2
8934,33407,57178.474,ST-E,14184,CO-2,CA-4,48123,22958.702,14943.79433,TA-1
8935,23955,53825.1058,ST-5,28221,CO-0,CA-10,39338,25425.875,73879.35566,TA-1
8936,36083,51740.2328,ST-11,40054,CO-5,CA-5,50951,11243.695,7840.98476,TA-4
8937,15777,55491.8735,ST-8,41725,CO-5,CA-11,47195,3219.55,25021.55062,TA-3
8938,29030,73109.8469,ST-2A,25028,CO-1,CA-10,40316,9272.043,45196.57282,TA-4
8939,9196,NA,ST-E,33236,CO-3,CA-11,47317,15424.354,48870.76502,TA-2
8940,36374,41976.3036,ST-25,8150,CO-1,CA-D,55794,26256.12,16118.78358,TA-2
8941,33226,53868.3928,ST-1B,42922,CO-2,CA-18,36054,24687.096,66223.21612,TA-4
8942,20291,44479.0034,ST-F,50134,CO-3,CA-11,29821,21804.953,18693.03378,TA-4
8943,21643,NA,ST-20,12143,CO-7,CA-12,23979,6064.711,17857.25368,TA-1
8944,32558,13889.8879,ST-2A,24683,CO-0,CA-10,38514,15235.556,8515.30074,TA-4
8945,38936,49717.6396,ST-29,47490,CO-0,CA-17,43308,24097.796,72838.97381,TA-4
8946,8889,49482.0901,ST-D,47556,CO-2,CA-17,33753,17392.61,74006.10261,TA-3
8947,29203,51688.8769,ST-15,506,CO-1,CA-11,46056,2487.094,7241.64621,TA-0
8948,35424,45361.8722,ST-21,678,CO-2,CA-A,47238,8263.284,28120.51139,TA-1
8949,37221,29812.6631,ST-1F,44390,CO-4,CA-9,47536,14772.955,53808.07109,TA-4
8950,17167,82536.405,ST-13,45474,CO-2,CA-9,44123,3962.053,86825.26416,TA-4
8951,30085,32289.094,ST-1F,16471,CO-6,CA-6,37463,12474.978,4638.70073,TA-3
8952,17184,57188.358,ST-19,37717,CO-9,CA-5,39412,1138.837,70336.47472,TA-3
8953,12905,33008.5362,ST-1B,38429,CO-B,CA-1,18751,10175.094,44675.70218,TA-3
8954,14415,56025.9109,ST-13,48042,CO-9,CA-C,38355,5587.122,7299.71524,TA-4
8955,39231,49498.2315,ST-18,17957,CO-A,CA-0,28910,15112.03,46669.27704,TA-3
8956,38969,20848.3112,ST-1F,9143,CO-8,CA-15,52039,26509.433,7330.79954,TA-2
8957,20707,56850.9573,ST-18,32843,CO-C,CA-4,48697,11662.887,30599.25831,TA-3
8958,31438,40670.8287,ST-22,38601,CO-2,CA-17,25584,17112.37,66067.48847,TA-4
8959,17713,29968.5332,ST-28,18546,CO-0,CA-6,36394,6526.819,72182.58162,TA-2
8960,18244,38765.341,ST-2,40035,CO-5,CA-18,52122,4881.802,37979.83659,TA-2
8961,5184,51093.0872,ST-1E,28197,CO-2,CA-B,24660,14330.177,87324.37627,TA-2
8962,25572,46396.1029,ST-E,587,CO-4,CA-11,51817,1965.709,68223.40572,TA-0
8963,35557,55160.075,ST-29,22451,CO-4,CA-14,36813,4288.941,44315.17358,TA-4
8964,28862,35531.9818,ST-21,45673,CO-A,CA-18,31609,19000.883,5171.41895,TA-4
8965,6496,51718.9388,ST-1A,26183,CO-3,CA-7,45781,8943.085,33573.30442,TA-2
8966,21890,40791.2957,ST-18,36932,CO-4,CA-C,46735,6132.842,36930.27328,TA-3
8967,8507,49033.0604,ST-6,15299,CO-5,CA-17,30287,26838.922,30318.15327,TA-0
8968,32129,48069.2052,ST-26,29592,CO-2,CA-5,56913,22053.151,63347.80959,TA-4
8969,10283,49197.6036,ST-14,12037,CO-7,CA-9,41235,11940.648,43940.92602,TA-0
8970,9034,46735.0036,ST-20,49700,CO-3,CA-1,37660,20122.22,82601.12207,TA-4
8971,7073,53201.6882,ST-10,29413,CO-A,CA-19,38570,1402.823,74585.53086,TA-1
8972,20395,53251.4242,ST-10,15398,CO-9,CA-9,37699,4645.007,1841.22989,TA-1
8973,10838,38871.5766,ST-0,22249,CO-6,CA-19,34783,3105.43,61598.93527,TA-0
8974,32433,55096.7735,ST-1B,46080,CO-1,CA-16,46395,1569.378,17121.09542,TA-4
8975,10336,35392.9138,ST-10,20820,CO-9,CA-3,33003,17713.773,77301.89061,TA-1
8976,36146,66017.8641,ST-20,27988,CO-5,CA-4,39179,26735.086,28724.69061,TA-4
8977,38647,42361.8185,ST-19,45282,CO-5,CA-0,43154,21917.329,30752.76907,TA-4
8978,27557,36495.9132,ST-13,20198,CO-5,CA-0,42850,26044.856,83753.81194,TA-2
8979,23228,48629.8991,ST-20,43700,CO-8,CA-C,30654,11203.827,71492.69407,TA-4
8980,4999,54495.1954,ST-11,2455,CO-A,CA-4,46344,14249.014,42624.8787,TA-0
8981,23307,53374.7892,ST-1E,11765,CO-6,CA-16,45516,9964.519,67196.63742,TA-1
8982,14179,27704.4156,ST-7,5575,CO-7,CA-9,48110,24578.039,54894.66064,TA-0
8983,4809,52803.7847,ST-6,31530,CO-4,CA-12,26231,26536.195,48356.23312,TA-1
8984,38418,65426.8195,ST-3,8911,CO-A,CA-8,29893,17567.774,55259.91179,TA-0
8985,17158,NA,ST-D,14941,CO-D,CA-12,37054,3379.616,72304.51431,TA-0
8986,23703,40844.8541,ST-23,4415,CO-C,CA-8,35857,11791.38,36573.97836,TA-1
8987,36252,19256.145,ST-17,13402,CO-D,CA-12,45158,10291.037,4568.92607,TA-2
8988,28550,43805.2528,ST-22,44517,CO-6,CA-5,37742,26738.239,61737.19022,TA-4
8989,33112,61916.1575,ST-2A,50199,CO-B,CA-11,24501,12258.455,53785.16074,TA-4
8990,26309,NA,ST-12,23936,CO-B,CA-12,38786,1649.553,6472.05731,TA-2
8991,2612,52897.7359,ST-1,50641,CO-C,CA-16,45056,8593.083,3378.16693,TA-3
8992,36460,70285.4017,ST-E,17660,CO-5,CA-19,45529,6208.929,61640.56126,TA-1
8993,4197,64428.0665,ST-1D,14505,CO-3,CA-10,35440,5047.08,52333.47965,TA-0
8994,28049,32130.5826,ST-16,21294,CO-9,CA-0,36425,19089.371,39107.82974,TA-2
8995,16119,51518.4795,ST-1A,38478,CO-8,CA-18,39796,25872.369,72720.50598,TA-3
8996,29544,37121.8055,ST-27,30713,CO-4,CA-E,39649,10724.944,85846.55786,TA-4
8997,11605,43772.6217,ST-25,8535,CO-A,CA-5,46379,26958.958,13054.8651,TA-1
8998,33603,35068.2706,ST-9,17810,CO-8,CA-8,45274,22284.667,7508.84445,TA-1
8999,20528,39843.7164,ST-20,42336,CO-9,CA-F,43548,20992.258,40027.79729,TA-4
9000,22420,36677.1216,ST-E,19391,CO-D,CA-14,29112,17592.128,83129.2066,TA-1
9001,39180,49317.8335,ST-6,1903,CO-1,CA-14,40290,9920.479,12223.53435,TA-0
9002,16524,42201.3657,ST-7,22806,CO-5,CA-2,36105,18268.296,47044.65905,TA-1
9003,5055,47839.2612,ST-2,49431,CO-C,CA-8,36468,18515.9,46366.48991,TA-3
9004,7217,57787.7809,ST-26,12586,CO-B,CA-9,38304,14614.573,33894.80603,TA-1
9005,14241,42495.4092,ST-1A,11332,CO-9,CA-B,29463,21443.127,17127.45397,TA-1
9006,1255,43300.2581,ST-17,11079,CO-D,CA-5,53092,12802.828,66762.38604,TA-0
9007,5951,NA,ST-26,22223,CO-A,CA-4,32833,13798.186,8239.91226,TA-1
9008,13000,60530.2502,ST-1C,24651,CO-9,CA-6,34750,15201.274,36829.12747,TA-2
9009,12026,49408.2444,ST-24,30204,CO-1,CA-14,48145,17048.012,34389.63471,TA-2
9010,8838,36042.7595,ST-D,41180,CO-7,CA-3,43634,23777.569,3441.14445,TA-3
