id,convention,height,max,cat2,number,usage,region,length,code,power,item,weight,country,target
8204,CO-2F,4490.09,48800,CA-19,14321,US-F,RE-D,12783.5617,CO-7,45981.84,IT-10,5625,CO-9,97534.47129220418
8205,CO-7,859.04,38148,CA-13,12578,US-2,RE-19,16989.9338,CO-D,44667.67,IT-1C,55111,CO-1E,83630.85352037298
8206,CO-13,NA,49528,CA-15,25667,US-11,RE-B,13408.2939,CO-10,32930.53,IT-13,51776,CO-19,59086.02305733577
8207,CO-B,6838.56,56894,CA-8,17238,US-16,RE-F,12108.2588,CO-8,27144.46,IT-14,36237,CO-20,45264.01216799328
8208,CO-2A,6639.32,45789,CA-13,22860,US-2A,RE-16,12018.8386,CO-10,34215.84,IT-9,11195,CO-1,65451.473530641284
8209,CO-14,1989.16,48362,CA-14,13156,US-17,RE-1,15783.6397,CO-0,39844.22,IT-1E,33774,CO-E,71964.10039894795
8210,CO-8,3600.61,38386,CA-10,27938,US-21,RE-2,12564.1797,CO-F,44506.06,IT-A,39172,CO-14,94961.41672293676
8211,CO-11,5068.09,24847,CA-B,12711,US-1F,RE-12,15466.4934,CO-C,45382.73,IT-18,22175,CO-26,88630.06196004449
8212,CO-10,4603.23,49333,CA-1D,18431,US-A,RE-1,14886.8432,CO-E,73448.53,IT-15,34276,CO-4,173044.70081371814
8213,CO-26,NA,49196,CA-13,15420,US-D,RE-1D,14700.7319,CO-4,50143.02,IT-C,45935,CO-23,105705.68499339724
8214,CO-25,1062.39,66596,CA-22,19369,US-2B,RE-7,10360.2472,CO-4,44861.07,IT-10,4929,CO-26,101293.41335169636
8215,CO-4,1695.57,63355,CA-20,12914,US-1F,RE-11,9760.6205,CO-8,40800.2,IT-1,50111,CO-F,92306.04520634218
8216,CO-2F,3164.5,43876,CA-19,13539,US-E,RE-17,13975.7097,CO-D,33453.52,IT-14,2177,CO-4,57202.8788995041
8217,CO-28,NA,46955,CA-25,16339,US-13,RE-5,13061.0864,CO-7,32721.01,IT-8,46646,CO-5,59268.677444123976
8218,CO-25,1785.39,46163,CA-22,12238,US-B,RE-6,13425.8806,CO-C,54074.01,IT-6,53915,CO-5,121093.60519004344
8219,CO-B,5916.32,68553,CA-1,17780,US-C,RE-9,16531.9382,CO-0,51107.3,IT-15,54962,CO-6,103783.49200497134
8220,CO-B,6427.1,42880,CA-E,20548,US-9,RE-D,8079.1583,CO-0,52562.11,IT-C,2493,CO-A,130479.22886166716
8221,CO-2B,1627.52,56663,CA-5,15797,US-19,RE-14,13967.5435,CO-F,43812.02,IT-10,18516,CO-C,88193.37686550975
8222,CO-29,5820.11,32491,CA-1C,34106,US-17,RE-15,15738.9628,CO-9,38265.23,IT-14,42529,CO-1B,67829.73832585587
8223,CO-C,4814.24,23676,CA-10,15428,US-2A,RE-18,13513.448,CO-0,42286.52,IT-0,13633,CO-26,84859.24466585157
8224,CO-E,NA,42874,CA-1B,23428,US-1B,RE-F,8783.7511,CO-E,38230.72,IT-11,53002,CO-9,87577.86501277643
8225,CO-23,404.94,39709,CA-19,9845,US-1D,RE-18,12216.7604,CO-6,32312.09,IT-14,16388,CO-27,59455.653163815594
8226,CO-2B,3581.4,29071,CA-8,11420,US-1B,RE-16,11511.5746,CO-3,55748.96,IT-18,13770,CO-1E,130123.30919997703
8227,CO-6,6860.02,51881,CA-15,21154,US-18,RE-1D,11480.3782,CO-3,36462.33,IT-10,52262,CO-1B,74845.60805005002
8228,CO-27,4368.37,68774,CA-10,20986,US-1F,RE-D,17748.1353,CO-A,48598.51,IT-0,33659,CO-13,92040.38198821693
8229,CO-A,4433.47,31773,CA-B,23555,US-12,RE-15,13346.9496,CO-9,25556.87,IT-18,37495,CO-B,37140.605457146055
8230,CO-D,4922.16,49736,CA-B,18110,US-0,RE-16,12787.55,CO-6,35266.18,IT-4,1262,CO-11,65963.20763899731
8231,CO-23,2601.15,47153,CA-1F,25333,US-3,RE-C,5941.349,CO-1,56176.14,IT-1B,43632,CO-C,147969.64911909873
8232,CO-B,5723.3,63814,CA-6,28927,US-6,RE-8,16409.5629,CO-6,39543.46,IT-6,53761,CO-1,70173.41256621222
8233,CO-12,5716.45,45619,CA-8,25648,US-11,RE-2,NA,CO-C,43337.79,IT-E,24162,CO-6,83602.85348812849
8234,CO-2C,1723.22,42617,CA-C,18309,US-1,RE-12,15617.6244,CO-C,37405.77,IT-6,15865,CO-1D,64548.11736657879
8235,CO-8,872.87,45157,CA-18,25885,US-10,RE-A,22857.0961,CO-A,31951.15,IT-18,33679,CO-1C,28713.594890376677
8236,CO-0,166.8,37576,CA-10,18754,US-2A,RE-16,8041.1642,CO-F,36105.74,IT-F,10109,CO-A,82500.17553688872
8237,CO-2E,2600.75,49079,CA-B,25471,US-27,RE-7,9288.7871,CO-5,36906.7,IT-C,24494,CO-18,81585.5137959597
8238,CO-A,656.9,56541,CA-4,15360,US-B,RE-4,13152.4942,CO-8,15240.79,IT-F,36723,CO-1A,7417.703657623518
8239,CO-1A,NA,83745,CA-7,22462,US-1E,RE-F,8604.746,CO-5,54225.75,IT-3,48123,CO-1D,134854.13919051495
8240,CO-1F,NA,41131,CA-11,15103,US-1A,RE-15,12562.821,CO-7,43796.72,IT-9,564,CO-1F,91604.55213266285
8241,CO-B,2720.61,54500,CA-22,25321,US-8,RE-3,15676.2365,CO-5,54186.32,IT-7,39025,CO-17,114531.0456766818
8242,CO-16,3833.22,69951,CA-E,23882,US-12,RE-A,16122.7532,CO-9,53409.58,IT-0,16046,CO-25,110013.0672352931
8243,CO-20,4026.61,44970,CA-9,17053,US-14,RE-16,15274.5318,CO-8,56644.0,IT-9,52346,CO-0,123410.69196950574
8244,CO-2F,1483.92,63099,CA-18,16374,US-2B,RE-12,12889.9583,CO-8,44311.39,IT-B,9269,CO-A,92448.12656712509
8245,CO-11,NA,15384,CA-11,15592,US-8,RE-5,11084.7591,CO-A,56332.98,IT-1D,45295,CO-1C,133993.8589749388
8246,CO-5,2363.43,34715,CA-15,24649,US-29,RE-8,13429.5575,CO-D,24159.05,IT-18,1797,CO-E,31540.089198599602
8247,CO-2A,6201.96,58618,CA-1D,17436,US-28,RE-2,13659.9662,CO-7,29784.07,IT-6,50948,CO-1D,49132.54835140028
8248,CO-1F,5066.91,47608,CA-1A,13145,US-17,RE-2,14416.2622,CO-8,28423.51,IT-19,21398,CO-21,41902.45125065104
8249,CO-4,2552.68,43097,CA-2,16805,US-1C,RE-9,12433.5378,CO-A,54316.42,IT-7,13822,CO-25,123255.43831378016
8250,CO-13,3354.89,53554,CA-6,15444,US-16,RE-6,9665.72,CO-3,67191.19,IT-5,2563,CO-17,168723.05265005043
8251,CO-29,NA,26731,CA-25,13863,US-1,RE-11,15205.8094,CO-D,46773.09,IT-2,24023,CO-A,93524.20839973749
8252,CO-2E,3311.7,63123,CA-3,17210,US-2,RE-4,8834.9898,CO-6,24365.91,IT-1B,36418,CO-24,46402.82981685318
8253,CO-5,6779.48,55118,CA-8,12759,US-24,RE-4,14765.1021,CO-E,44680.78,IT-10,38332,CO-15,89218.67199113777
8254,CO-2B,NA,38441,CA-C,11435,US-23,RE-1B,15680.0592,CO-8,35143.58,IT-A,35189,CO-1,58536.87603691968
8255,CO-25,NA,50014,CA-18,21549,US-25,RE-F,16572.3516,CO-7,50348.47,IT-18,53217,CO-F,101369.79099525463
8256,CO-3,1321.12,44745,CA-12,20494,US-1B,RE-19,13512.522,CO-E,39782.81,IT-9,43947,CO-23,78601.1029072524
8257,CO-29,5985.24,31438,CA-1F,20491,US-2,RE-17,11328.0892,CO-8,27524.85,IT-F,28205,CO-7,48350.555587041534
8258,CO-2F,NA,49890,CA-A,19288,US-6,RE-19,7131.3882,CO-3,33775.68,IT-4,36856,CO-5,78823.78525246288
8259,CO-1A,345.49,58019,CA-F,23329,US-3,RE-15,16080.023,CO-D,62669.59,IT-7,11494,CO-11,137081.1360602298
8260,CO-21,4751.85,50184,CA-26,9843,US-6,RE-0,12645.213,CO-3,55517.05,IT-6,9680,CO-2,126025.68590268993
8261,CO-7,1872.51,47191,CA-A,18370,US-14,RE-D,13460.9267,CO-9,46410.76,IT-6,12534,CO-E,97059.40257578653
8262,CO-21,NA,50267,CA-B,20858,US-26,RE-9,13742.3071,CO-10,50639.7,IT-F,17665,CO-9,108830.59811935308
8263,CO-9,6532.35,69523,CA-B,14666,US-2B,RE-F,7425.4983,CO-5,62519.02,IT-2,24166,CO-23,162004.68390267593
8264,CO-3,4970.09,33213,CA-B,17823,US-12,RE-6,11953.0056,CO-A,20418.1,IT-2,11947,CO-15,25217.969430358695
8265,CO-2D,4099.14,52630,CA-17,16226,US-23,RE-13,14722.4707,CO-F,43322.98,IT-1D,25738,CO-1A,84867.46291648915
8266,CO-24,6012.3,38909,CA-F,12260,US-5,RE-18,15420.7461,CO-A,29544.19,IT-A,9813,CO-1E,41828.24797312022
8267,CO-7,4430.52,48852,CA-18,12655,US-19,RE-16,14084.673,CO-B,45811.78,IT-12,985,CO-15,93068.38516934623
8268,CO-1D,3392.72,47599,CA-1D,14183,US-5,RE-9,17838.7855,CO-F,58664.77,IT-1A,51896,CO-26,122150.51271388178
8269,CO-1B,511.16,53150,CA-4,19123,US-5,RE-1C,11143.4383,CO-0,44481.65,IT-3,25437,CO-19,98497.25300927152
8270,CO-1B,5036.66,51547,CA-23,21105,US-1,RE-1,14652.481,CO-4,36926.85,IT-19,20668,CO-1,66122.20234683563
8271,CO-15,3059.98,48181,CA-6,15707,US-12,RE-F,14104.084,CO-D,49667.84,IT-11,35952,CO-24,105617.68236551817
8272,CO-12,1930.37,51390,CA-5,4687,US-10,RE-17,17416.1399,CO-1,49354.98,IT-1D,44527,CO-22,95699.42151654203
8273,CO-10,NA,60507,CA-2,10224,US-1D,RE-3,5477.6805,CO-9,22534.77,IT-12,11277,CO-2,50191.44458677854
8274,CO-22,1436.9,42847,CA-6,12234,US-29,RE-4,11182.9028,CO-2,51466.77,IT-16,47168,CO-13,119506.12784843572
8275,CO-2D,3620.67,53245,CA-25,15739,US-1B,RE-2,18841.8819,CO-D,42414.3,IT-7,12364,CO-E,69741.70857034248
8276,CO-9,5828.37,34574,CA-3,18716,US-4,RE-3,14524.5777,CO-F,37276.58,IT-16,50840,CO-10,68674.00946380162
8277,CO-7,6626.32,66780,CA-1F,17400,US-7,RE-16,13342.8276,CO-7,42950.93,IT-8,11102,CO-D,87212.65691086004
8278,CO-23,203.2,54153,CA-26,16151,US-9,RE-16,14171.5302,CO-3,46274.95,IT-1,45984,CO-8,95847.87354928715
8279,CO-D,2325.56,68152,CA-1E,22853,US-13,RE-2,12703.4354,CO-3,51894.62,IT-E,38815,CO-D,116213.53283135028
8280,CO-3,3665.92,51941,CA-1E,24174,US-13,RE-A,16424.0436,CO-4,61413.6,IT-A,1793,CO-15,131987.22955110724
8281,CO-15,6139.98,63280,CA-18,14183,US-F,RE-7,14403.1788,CO-7,51355.65,IT-17,24894,CO-19,109298.21465496985
8282,CO-C,5574.11,19175,CA-8,21008,US-13,RE-12,14025.6157,CO-6,35732.06,IT-8,40693,CO-1F,65165.70263382118
8283,CO-16,NA,46400,CA-16,19452,US-24,RE-16,14110.662,CO-9,45973.9,IT-5,32626,CO-18,94646.38124431692
8284,CO-1E,3298.06,49535,CA-23,20980,US-15,RE-1A,15306.5499,CO-4,60499.38,IT-0,21288,CO-3,133366.1372554461
8285,CO-14,6502.6,56205,CA-1C,22063,US-1C,RE-D,16075.5593,CO-A,33924.21,IT-D,49575,CO-11,54455.042414936455
8286,CO-1B,NA,41057,CA-23,24285,US-B,RE-5,21181.4004,CO-1,36474.82,IT-1A,46962,CO-13,47486.263670694956
8287,CO-E,4814.24,53542,CA-E,10622,US-C,RE-1D,348.0,CO-7,53167.69,IT-B,4113,CO-1D,154867.67261043645
8288,CO-9,1858.96,59931,CA-8,19169,US-13,RE-9,10506.2631,CO-9,48573.28,IT-12,38741,CO-15,112689.96942143195
8289,CO-19,2379.1,50967,CA-1,16556,US-1A,RE-7,16059.035,CO-F,57298.56,IT-13,47140,CO-12,122915.76961471017
8290,CO-14,NA,33748,CA-15,10166,US-15,RE-15,16110.3602,CO-8,30605.68,IT-1C,8412,CO-21,42872.20007398025
8291,CO-0,6617.67,48341,CA-13,21772,US-1A,RE-4,14076.9635,CO-A,35036.56,IT-1B,14602,CO-A,62011.71472079047
8292,CO-29,4616.15,52097,CA-1A,21232,US-29,RE-5,16655.5527,CO-2,37018.25,IT-17,26670,CO-1C,60891.57563718717
8293,CO-19,2785.94,42513,CA-C,14527,US-10,RE-17,18112.8242,CO-6,23601.15,IT-E,39069,CO-6,17982.788233463045
8294,CO-1E,217.8,59077,CA-15,16879,US-19,RE-B,9761.745,CO-A,51057.67,IT-8,36587,CO-23,122017.13001186778
8295,CO-1,4453.67,54626,CA-F,23740,US-1,RE-F,13752.7345,CO-9,54128.92,IT-0,36870,CO-9,119726.20268972698
8296,CO-2D,431.52,44290,CA-5,24763,US-1,RE-12,12401.9245,CO-0,45541.65,IT-5,22257,CO-15,97895.26598101527
8297,CO-13,4429.64,45112,CA-2,15936,US-1A,RE-A,14188.6916,CO-2,48793.74,IT-19,38430,CO-12,102909.34656887087
8298,CO-1F,3492.5,41258,CA-1,22582,US-15,RE-17,16051.1107,CO-8,41611.59,IT-6,4147,CO-10,75129.74450220805
8299,CO-2B,4745.86,58437,CA-F,8745,US-2A,RE-1,10941.5291,CO-8,34596.01,IT-B,15424,CO-1C,69813.4149195828
8300,CO-4,3131.44,35986,CA-12,14789,US-20,RE-10,16074.4612,CO-10,47879.34,IT-14,23050,CO-5,94237.88633901403
8301,CO-1E,6044.3,26557,CA-10,18734,US-B,RE-17,12747.94,CO-D,53360.99,IT-14,4408,CO-5,119229.88805524039
8302,CO-20,1859.59,53724,CA-1E,18196,US-1,RE-1,22868.25,CO-A,52662.84,IT-1E,41856,CO-19,89893.70884010913
8303,CO-4,6731.06,40642,CA-12,13000,US-21,RE-19,13062.084,CO-10,38001.92,IT-1D,28029,CO-0,74104.00362444452
8304,CO-4,91.78,30458,CA-18,14882,US-15,RE-7,10778.9407,CO-D,41907.78,IT-8,27971,CO-E,92063.11204387479
8305,CO-1F,3567.16,41269,CA-12,25273,US-13,RE-1C,16003.916,CO-9,40980.34,IT-15,37597,CO-17,74831.96553847601
8306,CO-16,6226.38,41157,CA-27,21607,US-1B,RE-19,16163.8612,CO-3,33976.63,IT-0,37029,CO-1B,53825.34474598482
8307,CO-21,NA,61905,CA-9,19994,US-E,RE-0,15525.1183,CO-9,66601.45,IT-12,5794,CO-26,149991.9009669668
8308,CO-11,6065.81,53283,CA-1A,19595,US-21,RE-5,10525.0484,CO-2,39617.88,IT-B,17622,CO-1D,85800.58482708635
8309,CO-21,4817.85,42031,CA-9,19512,US-5,RE-1B,14898.508,CO-E,28116.16,IT-3,5330,CO-0,38982.236248976056
8310,CO-1C,6349.46,39714,CA-B,26887,US-24,RE-E,11330.9703,CO-D,51339.96,IT-6,47485,CO-23,118732.74576481058
8311,CO-15,NA,32298,CA-7,18792,US-25,RE-9,12955.7553,CO-5,69171.69,IT-17,31067,CO-1D,165884.23679561485
8312,CO-5,4034.67,40022,CA-0,15915,US-16,RE-1A,11129.5682,CO-2,38927.04,IT-11,33252,CO-1B,82489.96826707466
8313,CO-A,1686.98,47005,CA-B,16842,US-22,RE-F,10590.3659,CO-10,44909.87,IT-5,37149,CO-23,101668.07238019435
8314,CO-11,4818.56,19965,CA-23,10451,US-17,RE-E,18305.6225,CO-3,38352.36,IT-1A,35717,CO-27,60519.475197070744
8315,CO-4,5397.21,69816,CA-1F,22515,US-25,RE-A,15892.2107,CO-4,39472.02,IT-2,29547,CO-17,70389.89039525707
8316,CO-28,6165.54,43776,CA-27,20576,US-2,RE-1C,5120.2215,CO-9,51220.18,IT-B,24532,CO-18,135498.0211872048
8317,CO-27,1085.22,38675,CA-1,20585,US-9,RE-0,13601.2139,CO-B,54346.81,IT-4,33795,CO-13,120679.57790870866
8318,CO-1B,4504.42,56911,CA-17,20725,US-8,RE-B,13738.2749,CO-3,56981.38,IT-4,18784,CO-27,127472.39553128743
8319,CO-2F,3872.59,53098,CA-8,24469,US-5,RE-B,12191.9522,CO-6,52847.92,IT-9,44057,CO-20,120625.44271743782
8320,CO-1E,2439.76,43910,CA-8,20061,US-F,RE-A,11012.4175,CO-F,25151.05,IT-0,10289,CO-5,41769.593209909544
8321,CO-10,3847.66,59922,CA-12,20309,US-1F,RE-1A,15014.6501,CO-5,44764.01,IT-E,18594,CO-17,87971.46378536888
8322,CO-14,2444.98,53933,CA-15,24192,US-19,RE-1C,10151.0773,CO-C,57087.4,IT-2,35233,CO-19,138560.2680936198
8323,CO-2B,6301.95,57662,CA-20,20946,US-1,RE-13,12444.9595,CO-8,53775.05,IT-B,45444,CO-15,122678.14085041698
8324,CO-1E,6252.96,47306,CA-1B,18619,US-18,RE-16,17200.8033,CO-F,41646.7,IT-1D,656,CO-1,71718.04704390507
8325,CO-1F,2944.62,56877,CA-13,16282,US-5,RE-17,9133.1092,CO-C,42371.03,IT-17,21112,CO-4,97968.9658892999
8326,CO-28,4817.27,38939,CA-1,21018,US-D,RE-13,15475.5333,CO-8,47815.75,IT-12,3455,CO-26,94970.58161078295
8327,CO-2,5771.34,51982,CA-21,10359,US-24,RE-1,16625.3545,CO-5,47093.37,IT-4,50996,CO-9,91582.23316342446
8328,CO-8,1545.94,76853,CA-6,18221,US-25,RE-19,12087.8285,CO-4,64868.34,IT-10,18270,CO-9,155329.29379096348
8329,CO-0,5927.57,42735,CA-26,8799,US-7,RE-0,17789.0332,CO-6,58946.66,IT-A,29059,CO-4,122043.8992559922
8330,CO-23,5882.74,37334,CA-11,13997,US-19,RE-2,9854.8672,CO-E,60548.64,IT-C,45136,CO-C,149808.03358677044
8331,CO-17,3097.43,62172,CA-1D,12754,US-21,RE-2,12952.4988,CO-10,37293.75,IT-6,2721,CO-E,71472.49922562155
8332,CO-2,1533.34,44446,CA-13,19752,US-27,RE-E,22437.089,CO-B,58570.14,IT-1,24379,CO-8,107389.98414131052
8333,CO-17,5618.63,46776,CA-2,25690,US-6,RE-1B,13925.8211,CO-0,54656.41,IT-E,33683,CO-17,120665.38832441928
8334,CO-11,1537.53,62793,CA-E,13063,US-22,RE-F,16734.3641,CO-A,29249.73,IT-4,6555,CO-6,37000.129218455695
8335,CO-E,80.64,41820,CA-11,21744,US-5,RE-11,12596.229,CO-4,46125.79,IT-14,15485,CO-11,98819.00750201693
8336,CO-1C,174.89,30463,CA-7,14453,US-15,RE-4,14396.6781,CO-7,48988.88,IT-8,12862,CO-9,101910.2939434073
8337,CO-4,5608.8,40581,CA-11,15217,US-27,RE-1D,12158.4038,CO-2,32082.01,IT-A,52767,CO-1,60126.57716959949
8338,CO-3,NA,46641,CA-3,14988,US-15,RE-12,9772.8149,CO-0,29634.47,IT-1B,23064,CO-1C,58844.10547675425
8339,CO-9,5363.94,36517,CA-18,24265,US-25,RE-8,13521.2167,CO-8,60962.83,IT-12,50630,CO-6,140907.8817525412
8340,CO-2A,3604.89,41783,CA-9,16372,US-7,RE-A,16667.907,CO-1,25744.62,IT-3,9039,CO-26,27030.706654229616
8341,CO-17,5093.48,38475,CA-14,22047,US-1C,RE-B,12640.2877,CO-F,43206.27,IT-1C,54717,CO-1,91456.26030030532
8342,CO-13,3540.68,48377,CA-1B,15680,US-24,RE-6,14986.7996,CO-4,40197.16,IT-3,14931,CO-11,74518.89667479231
8343,CO-13,6233.63,55099,CA-F,19493,US-9,RE-15,16127.773,CO-9,39736.23,IT-4,35083,CO-21,70728.66028269379
8344,CO-6,676.47,24760,CA-0,16762,US-14,RE-1A,9619.8973,CO-7,47561.35,IT-11,48322,CO-1F,112471.68664466453
8345,CO-21,5203.07,58922,CA-D,22572,US-27,RE-10,10056.2918,CO-5,36647.38,IT-15,48730,CO-5,79271.31890650508
8346,CO-22,2291.19,33498,CA-C,13697,US-26,RE-A,11004.0465,CO-3,38379.01,IT-9,21992,CO-19,80911.21124055104
8347,CO-2B,6412.47,39410,CA-6,26981,US-6,RE-17,15908.9692,CO-5,40038.55,IT-18,37530,CO-19,72338.99242319894
8348,CO-12,NA,44679,CA-A,18848,US-29,RE-13,11399.0768,CO-B,40827.56,IT-F,15564,CO-19,86763.39849072632
8349,CO-F,84.43,20255,CA-21,11620,US-1B,RE-12,17351.7763,CO-2,67935.71,IT-14,41103,CO-1A,150182.6598977132
8350,CO-1F,1043.55,45282,CA-0,24922,US-1,RE-9,15194.1807,CO-C,43613.14,IT-F,1649,CO-18,83395.91913390353
8351,CO-1F,1406.24,54228,CA-1B,12048,US-14,RE-17,7664.9349,CO-10,47101.26,IT-18,30123,CO-12,116237.70182021921
8352,CO-12,3680.25,67378,CA-D,25247,US-E,RE-B,16620.1532,CO-6,38845.84,IT-1B,24309,CO-0,66245.96101586276
8353,CO-8,6726.0,57593,CA-1C,17011,US-1F,RE-C,8849.247,CO-C,42851.04,IT-5,17123,CO-1D,100101.56905813371
8354,CO-2D,6375.28,32428,CA-13,21930,US-1D,RE-13,11810.7354,CO-4,36015.19,IT-1D,41908,CO-16,72288.6296741302
8355,CO-28,1640.53,27247,CA-1F,19764,US-26,RE-15,11822.6818,CO-A,48529.55,IT-6,10076,CO-18,107941.50811362088
8356,CO-10,1777.47,35730,CA-25,11534,US-3,RE-5,12645.8813,CO-10,45431.56,IT-16,20563,CO-1D,96819.37560123672
8357,CO-1D,1965.36,48807,CA-A,18040,US-29,RE-15,15416.5792,CO-6,64769.36,IT-9,35229,CO-1E,146133.4861259753
8358,CO-23,4652.81,46390,CA-F,20007,US-D,RE-1,14559.7667,CO-9,51976.88,IT-4,12073,CO-6,110176.4163546318
8359,CO-3,4975.5,65210,CA-18,22999,US-2,RE-1A,10456.3343,CO-D,23706.27,IT-12,7959,CO-0,39087.048011998835
8360,CO-6,3034.93,39287,CA-1C,16170,US-19,RE-7,12822.7948,CO-6,49512.25,IT-8,13353,CO-B,108029.99453359965
8361,CO-2C,5638.29,33185,CA-B,27097,US-2B,RE-12,15723.9368,CO-3,29982.79,IT-6,7898,CO-3,42153.28429748911
8362,CO-1B,NA,40942,CA-1,23734,US-E,RE-9,14085.1261,CO-E,43928.73,IT-17,38303,CO-14,88936.70799462855
8363,CO-23,957.5,76481,CA-1F,12516,US-1,RE-7,18079.8558,CO-4,27884.38,IT-B,41134,CO-1B,30727.58486454816
8364,CO-29,1455.49,44978,CA-25,18969,US-1,RE-14,7756.4165,CO-1,61958.48,IT-D,46280,CO-23,159861.36432905
8365,CO-C,4453.78,21609,CA-19,16300,US-9,RE-9,15691.9319,CO-E,47679.86,IT-9,34895,CO-4,95243.47180629679
8366,CO-13,5686.35,47195,CA-1D,19560,US-28,RE-E,17041.0606,CO-E,50182.75,IT-9,11911,CO-14,97715.68815225593
8367,CO-25,4120.5,36313,CA-26,11989,US-1A,RE-8,8405.4609,CO-8,52818.85,IT-1C,34597,CO-26,130989.29889993988
8368,CO-29,6665.41,60476,CA-C,19744,US-1F,RE-12,9106.0506,CO-C,51462.63,IT-7,45514,CO-22,125288.08761917234
8369,CO-C,1324.58,55961,CA-C,12667,US-12,RE-D,17251.4098,CO-6,49924.19,IT-1C,15261,CO-A,96496.09028163194
8370,CO-1A,NA,51159,CA-D,21338,US-5,RE-11,9329.5037,CO-E,61945.13,IT-15,26874,CO-2,154928.34636660485
8371,CO-23,3742.89,62781,CA-9,15460,US-7,RE-5,11650.5909,CO-4,48630.61,IT-14,7152,CO-16,108650.0964483757
8372,CO-2C,5817.57,63730,CA-F,30333,US-1C,RE-2,12546.3861,CO-9,54094.65,IT-0,33219,CO-2,122924.28664722556
8373,CO-1F,2150.66,42501,CA-1A,22699,US-25,RE-A,16101.3367,CO-8,49613.25,IT-12,31260,CO-27,99591.85328795447
8374,CO-12,1465.87,59843,CA-18,13319,US-1A,RE-C,16525.8953,CO-2,58038.34,IT-12,52922,CO-4,124025.06430542472
8375,CO-18,NA,57234,CA-C,19358,US-8,RE-1,14693.3869,CO-B,31335.82,IT-11,36305,CO-6,50222.13477206236
8376,CO-C,1343.5,47388,CA-1B,15824,US-B,RE-0,14869.8063,CO-2,55231.65,IT-1C,38083,CO-11,119837.0845602897
8377,CO-21,NA,51982,CA-2,19686,US-4,RE-9,13230.1179,CO-0,45875.51,IT-0,18691,CO-12,96370.47567643388
8378,CO-1E,NA,43000,CA-D,12527,US-18,RE-9,15270.9438,CO-D,38637.71,IT-15,18778,CO-1A,69281.15155012268
8379,CO-A,NA,40829,CA-12,16362,US-13,RE-14,10884.6423,CO-4,40806.84,IT-E,20359,CO-25,88324.40001886248
8380,CO-19,293.51,45401,CA-1B,20767,US-1A,RE-5,14177.684,CO-5,46045.95,IT-B,19142,CO-0,94154.62174197049
8381,CO-1E,4037.91,32381,CA-25,17935,US-28,RE-15,17300.6961,CO-3,31713.84,IT-C,11681,CO-1B,42810.462317293015
8382,CO-13,3453.41,34623,CA-22,17968,US-25,RE-19,15199.7363,CO-0,30271.34,IT-1D,41194,CO-12,45860.93879188215
8383,CO-1C,NA,52196,CA-17,16637,US-16,RE-F,17369.0661,CO-3,53107.76,IT-11,18811,CO-1E,105656.31675786263
8384,CO-24,NA,67430,CA-9,14287,US-29,RE-1C,7854.5062,CO-5,37664.23,IT-3,44968,CO-9,88344.44420823065
8385,CO-9,2268.48,63860,CA-A,15108,US-17,RE-1B,20570.877,CO-7,26585.63,IT-6,40364,CO-6,19849.576145079853
8386,CO-2D,2870.1,50809,CA-C,12144,US-4,RE-6,14980.2881,CO-2,48976.25,IT-1B,45969,CO-21,101501.40992221626
8387,CO-0,NA,39387,CA-3,13890,US-15,RE-1D,11207.8498,CO-A,49640.16,IT-19,26833,CO-0,113483.37683215065
8388,CO-13,3750.45,64689,CA-17,11953,US-1B,RE-1C,15334.9983,CO-0,51662.81,IT-7,52260,CO-20,108635.97819824169
8389,CO-19,4220.17,49437,CA-1,17123,US-9,RE-18,14118.2646,CO-9,40676.52,IT-3,5234,CO-F,78074.62118956882
8390,CO-1,4955.42,48296,CA-11,28700,US-26,RE-3,9579.4592,CO-B,34192.64,IT-18,16658,CO-1A,72599.64715805357
8391,CO-12,NA,57475,CA-26,15820,US-5,RE-5,15822.2438,CO-C,38713.61,IT-15,41104,CO-13,68846.84726178936
8392,CO-16,NA,63696,CA-11,16859,US-A,RE-A,12949.3551,CO-E,33909.88,IT-E,18817,CO-24,62108.416990538695
8393,CO-15,1694.94,59531,CA-17,23344,US-27,RE-19,15087.8125,CO-2,19797.39,IT-3,43900,CO-3,15578.724882366829
8394,CO-20,3570.39,51070,CA-17,14537,US-3,RE-B,15444.5642,CO-7,28232.51,IT-1B,40061,CO-17,39147.01016664375
8395,CO-15,871.0,39843,CA-26,19788,US-1F,RE-C,15399.828,CO-D,49540.06,IT-D,44620,CO-9,101916.81959443816
8396,CO-2D,2720.69,33296,CA-3,15513,US-7,RE-4,16500.3131,CO-6,36432.61,IT-0,38429,CO-C,60130.13583832558
8397,CO-2E,611.74,48370,CA-D,28320,US-20,RE-17,15220.9543,CO-C,47004.53,IT-9,3679,CO-27,93339.3098141678
8398,CO-19,116.08,54300,CA-19,15013,US-E,RE-3,14197.3329,CO-C,60983.66,IT-3,31241,CO-21,138338.40518796782
8399,CO-16,6519.21,31883,CA-3,26978,US-E,RE-A,17727.9215,CO-5,38943.27,IT-2,10615,CO-6,62715.4884516993
8400,CO-17,4960.44,44613,CA-7,18588,US-22,RE-10,18483.5059,CO-3,34858.99,IT-7,52374,CO-1B,50587.9294125842
8401,CO-0,NA,31744,CA-B,18844,US-1C,RE-3,14416.3113,CO-0,47143.86,IT-9,48799,CO-12,97824.9074413879
