id,height,width,depth,shape,quality,cost
8957,8,53,49,cylinder,80,40.14
8958,51,11,35,box,3,234.26
8959,99,79,89,ellipsoid,91,302.59
8960,84,64,50,box,90,330.62
8961,15,45,2,box,36,10.62
8962,20,53,13,box,27,123.73
8963,1,20,28,box,14,5.92
8964,6,65,90,ellipsoid,56,74.59
8965,72,56,10,ellipsoid,40,116.85
8966,68,38,83,box,85,395.7
8967,21,64,77,cylinder,6,939.75
8968,34,41,66,ellipsoid,78,97.76
8969,47,24,49,cylinder,99,5.33
8970,40,48,74,ellipsoid,6,645.09
8971,34,84,24,ellipsoid,25,248.31
8972,73,4,83,box,21,235.5
8973,33,75,73,ellipsoid,52,418.89
8974,18,48,1,cylinder,45,4.59
8975,3,44,30,ellipsoid,34,12.62
8976,63,57,87,cylinder,93,211.26
8977,24,21,5,cylinder,89,2.67
8978,57,52,41,box,61,582.95
8979,82,60,75,box,24,3449.41
8980,89,12,88,ellipsoid,10,408.56
8981,27,3,52,ellipsoid,65,7.12
8982,73,54,24,box,66,395.65
8983,82,13,53,box,47,368.31
8984,37,69,23,ellipsoid,61,110.61
8985,33,80,84,cylinder,50,1071.14
8986,86,60,47,box,34,1968.77
8987,66,47,21,box,52,384.59
8988,2,81,12,box,4,22.95
8989,96,35,1,ellipsoid,5,15.41
8990,90,55,82,cylinder,24,2980.07
8991,9,60,93,box,39,376.8
8992,82,64,83,cylinder,55,1893.56
8993,97,33,16,box,5,598.45
8994,99,52,94,box,71,1726.11
8995,27,50,47,cylinder,39,373.9
8996,71,82,28,box,19,1624.12
8997,4,76,67,ellipsoid,11,87.55
8998,5,88,78,box,65,147.74
8999,10,30,57,cylinder,12,145.36
9000,91,83,75,box,51,3414.14
9001,59,94,28,cylinder,78,330.03
9002,38,80,47,box,50,878.71
9003,65,39,62,cylinder,14,1305.75
9004,9,86,41,cylinder,46,165.54
9005,29,72,41,box,8,968.74
9006,54,65,81,box,59,1433.77
9007,49,26,46,cylinder,82,101.9
9008,65,27,82,ellipsoid,1,688.16
9009,78,96,38,cylinder,20,2199.04
9010,41,27,54,box,15,624.97
9011,24,10,98,cylinder,46,122.69
9012,75,83,6,box,73,124.03
9013,83,84,34,box,55,1312.06
9014,43,25,48,ellipsoid,98,4.98
9015,11,43,4,cylinder,8,16.81
9016,9,64,33,box,91,21.04
9017,1,36,73,cylinder,26,18.78
9018,22,44,85,cylinder,93,55.64
9019,37,19,32,cylinder,75,54.33
9020,35,21,39,ellipsoid,1,137.07
9021,12,21,80,box,79,52.07
9022,23,28,83,box,18,539.11
9023,88,33,39,ellipsoid,78,120.35
9024,3,21,46,ellipsoid,52,6.71
9025,20,52,40,cylinder,78,88.41
9026,57,86,48,cylinder,5,2159.4
9027,16,55,95,ellipsoid,75,100.95
9028,49,28,64,ellipsoid,98,8.48
9029,57,29,95,box,47,1023.71
9030,64,42,18,box,62,226.14
9031,2,87,96,box,74,53.41
9032,80,48,69,ellipsoid,20,1023.84
9033,47,51,19,cylinder,39,268.37
9034,52,36,5,cylinder,78,19.89
9035,27,59,16,cylinder,9,224.06
9036,63,63,78,cylinder,21,2362.64
9037,93,80,17,cylinder,47,647.57
9038,72,52,79,ellipsoid,7,1328.65
9039,79,34,29,box,44,536.53
9040,66,12,20,box,79,40.91
9041,65,92,88,ellipsoid,31,1753.87
9042,67,99,53,cylinder,20,2716.88
9043,69,2,25,box,30,29.7
9044,36,63,61,cylinder,9,1216.21
9045,22,1,33,cylinder,26,5.18
9046,15,67,38,ellipsoid,75,46.11
9047,82,11,27,cylinder,59,96.46
9048,14,93,95,ellipsoid,17,495.88
9049,75,48,15,box,50,332.1
9050,7,22,47,ellipsoid,83,5.94
9051,51,56,98,cylinder,15,2298.25
9052,5,59,25,cylinder,87,9.26
9053,72,93,83,box,12,6015.63
9054,50,39,86,cylinder,33,1085.43
9055,34,58,93,cylinder,78,389.76
9056,80,54,71,box,17,3131.3
9057,21,83,99,ellipsoid,69,258.38
9058,46,29,18,cylinder,3,225
9059,95,89,39,cylinder,81,605.23
9060,93,95,93,box,91,909.57
9061,60,40,52,box,69,475.86
9062,89,93,58,cylinder,29,3292.71
9063,71,40,64,cylinder,35,1141.31
9064,58,43,68,cylinder,28,1179.59
9065,49,87,99,ellipsoid,46,1100.8
9066,87,15,12,ellipsoid,87,9.83
9067,73,49,55,cylinder,44,1064.3
9068,9,56,36,box,99,2.23
9069,64,43,78,cylinder,24,1575.98
9070,74,42,45,cylinder,89,148.62
9071,91,67,10,cylinder,15,500.64
9072,30,31,76,ellipsoid,44,191.18
9073,74,26,39,box,65,323.02
9074,55,64,42,box,22,1418.37
9075,47,80,93,cylinder,92,270.24
9076,75,83,37,ellipsoid,21,878.88
9077,80,5,94,cylinder,3,352.33
9078,67,47,45,box,59,714.61
9079,97,27,64,cylinder,68,518.15
9080,28,81,14,box,59,160.12
9081,7,75,66,box,26,315.38
9082,89,78,25,cylinder,45,922.1
9083,63,81,36,box,30,1581.72
9084,16,57,60,ellipsoid,12,232.59
9085,73,43,89,box,40,2061.75
9086,74,43,3,box,8,108.02
9087,68,87,25,box,87,236.49
9088,74,32,82,ellipsoid,9,853.49
9089,92,77,57,ellipsoid,26,1443.27
9090,35,98,55,cylinder,79,382.71
9091,55,72,60,box,48,1519.68
9092,19,30,16,cylinder,12,77.53
9093,39,42,19,ellipsoid,40,90.19
9094,44,94,14,ellipsoid,1,276.89
9095,95,97,40,ellipsoid,79,373.88
9096,98,45,72,box,11,3475.89
9097,30,56,77,box,81,302.31
9098,99,78,85,cylinder,1,6277.38
9099,65,30,63,box,25,1133.29
9100,67,30,11,ellipsoid,85,16.01
9101,14,96,95,ellipsoid,80,123.34
9102,64,97,35,cylinder,42,1217.42
9103,28,85,97,box,63,1050.64
9104,53,85,77,box,81,810.67
9105,58,48,44,cylinder,49,603.51
9106,62,11,53,box,6,417.92
9107,51,67,51,box,57,921.69
9108,23,73,85,box,70,526.61
9109,34,78,40,ellipsoid,88,61.48
9110,73,79,7,ellipsoid,85,29.24
9111,92,13,73,cylinder,55,379.54
9112,86,91,79,box,92,608.36
9113,71,73,12,box,13,665.55
9114,1,29,93,cylinder,82,4.68
9115,91,82,69,ellipsoid,47,1318.09
9116,35,83,28,cylinder,95,39.28
9117,70,54,86,ellipsoid,60,628.08
9118,24,18,74,cylinder,75,77.2
9119,58,16,21,cylinder,82,33.88
9120,47,88,31,cylinder,28,891.8
9121,25,21,74,cylinder,77,86.32
9122,94,88,49,ellipsoid,62,743.96
9123,48,9,75,box,71,115.57
9124,1,22,47,ellipsoid,74,1.29
9125,35,33,19,cylinder,93,14.83
9126,87,88,51,ellipsoid,12,1659.66
9127,16,91,82,ellipsoid,65,201.84
9128,46,10,71,cylinder,61,123.04
9129,77,19,32,cylinder,95,22.61
9130,52,94,12,box,43,411.23
9131,24,76,8,cylinder,81,26.78
9132,29,99,22,cylinder,65,213.55
9133,54,48,4,cylinder,25,75.11
9134,10,39,98,cylinder,95,18.46
9135,95,12,8,ellipsoid,68,14.09
9136,50,83,30,ellipsoid,76,144.32
9137,6,9,94,ellipsoid,56,10.78
9138,27,47,1,cylinder,98,0.24
9139,19,59,66,cylinder,71,207.27
9140,24,68,71,box,34,940.64
9141,71,59,95,ellipsoid,15,1633.87
9142,30,61,42,cylinder,14,638.54
9143,6,43,63,box,35,129.95
9144,12,61,43,cylinder,1,301.02
9145,56,84,83,cylinder,75,942.93
9146,79,75,46,ellipsoid,7,1224.31
9147,31,23,73,ellipsoid,9,228.78
9148,58,50,84,cylinder,31,1623.75
9149,72,4,48,box,21,134.32
9150,86,72,67,box,16,4286.37
9151,59,72,96,ellipsoid,24,1497.04
9152,89,81,38,ellipsoid,57,568.97
9153,18,79,19,cylinder,39,159.21
9154,64,82,78,cylinder,36,2530.83
9155,7,82,34,box,9,218.44
9156,42,80,32,box,35,859.62
9157,21,49,57,cylinder,50,283.3
9158,22,65,13,box,43,130.33
9159,72,49,16,ellipsoid,20,218.12
9160,38,16,91,ellipsoid,25,200.43
9161,87,19,73,box,96,59.36
9162,12,26,74,ellipsoid,74,28.99
9163,10,10,17,box,28,15.05
9164,29,86,50,cylinder,36,770.97
9165,66,1,38,ellipsoid,22,9.44
9166,76,91,46,cylinder,15,2612.32
9167,48,1,99,box,87,7.59
9168,61,38,6,cylinder,88,16.12
9169,96,21,19,cylinder,68,118.41
9170,97,13,89,cylinder,38,672.18
9171,8,49,22,box,7,98.64
9172,55,71,20,cylinder,51,369.69
9173,78,82,16,box,89,138.46
9174,2,41,90,ellipsoid,74,9.26
9175,54,71,45,ellipsoid,37,525.01
9176,7,69,33,cylinder,19,124.72
9177,32,48,14,cylinder,62,78.94
9178,92,32,68,cylinder,92,154.71
9179,67,97,14,cylinder,99,8.78
9180,83,81,12,ellipsoid,11,346.81
9181,61,38,95,box,14,2329.38
9182,12,70,54,box,6,524.45
9183,68,42,98,cylinder,55,1216.72
9184,4,2,77,box,47,4.01
9185,13,89,17,cylinder,22,148.2
9186,40,63,63,cylinder,60,613.47
9187,80,55,85,cylinder,41,2131.66
9188,48,73,90,ellipsoid,27,1111.97
9189,22,36,52,cylinder,40,238.71
9190,44,47,62,cylinder,85,185.79
9191,84,82,17,box,98,28.8
9192,45,23,83,box,13,919.26
9193,39,89,75,box,69,992.61
9194,7,31,25,cylinder,88,6.28
9195,20,93,16,ellipsoid,27,104.93
9196,74,60,97,cylinder,71,1206.55
9197,72,43,66,box,71,728.86
9198,96,93,89,cylinder,16,6447.9
9199,46,43,74,box,41,1062.22
9200,69,81,96,ellipsoid,11,2306.53
9201,21,33,64,ellipsoid,76,51.41
9202,82,80,62,cylinder,87,510.77
9203,26,8,7,box,97,0.53
9204,67,14,34,box,69,121.6
9205,12,84,54,ellipsoid,89,28.92
9206,95,21,59,box,27,1056.87
9207,80,49,88,ellipsoid,51,816.45
9208,84,46,86,ellipsoid,26,1187.76
9209,83,52,39,ellipsoid,66,276.43
9210,88,4,83,box,35,233.58
9211,58,15,8,box,60,34.24
9212,40,49,38,ellipsoid,17,298.59
9213,25,82,33,ellipsoid,12,287.55
9214,46,44,82,cylinder,85,240.49
9215,26,94,37,box,17,923.17
9216,61,50,16,box,82,108.04
9217,26,65,24,cylinder,45,215.5
9218,33,67,29,cylinder,69,192.01
9219,24,62,3,ellipsoid,69,6.68
9220,88,41,71,cylinder,95,123.73
9221,60,50,98,cylinder,23,2186.92
9222,94,1,12,box,82,2.49
9223,36,42,31,cylinder,45,249.04
9224,64,9,53,cylinder,63,109.11
9225,53,28,29,box,16,444.64
9226,9,93,59,cylinder,55,214.67
9227,87,74,43,box,7,3166.7
9228,5,42,49,box,27,92.39
9229,19,55,25,ellipsoid,67,41.64
9230,86,34,6,ellipsoid,5,80.5
9231,13,73,71,box,45,455.81
9232,10,29,13,cylinder,64,13.11
9233,11,89,82,ellipsoid,87,50.4
9234,84,50,53,box,33,1834.44
9235,65,24,27,cylinder,95,20.34
9236,16,98,37,ellipsoid,37,176.54
9237,88,71,14,box,95,53.79
9238,4,5,39,box,48,4.98
9239,58,97,20,ellipsoid,50,271.74
9240,21,57,33,box,76,116.6
9241,67,94,81,box,84,1003.95
9242,1,79,82,ellipsoid,80,6.25
9243,23,80,94,cylinder,31,1152.89
9244,86,77,39,box,44,1778.88
9245,28,78,35,cylinder,92,59.07
9246,14,57,53,box,15,442.18
9247,88,56,14,cylinder,2,653.16
9248,15,28,51,ellipsoid,13,90.01
9249,92,63,50,ellipsoid,90,139.97
9250,51,25,75,box,9,1070.33
9251,98,74,68,box,25,4549.17
9252,96,15,28,cylinder,93,27.26
9253,37,4,47,box,11,76.14
9254,35,56,39,cylinder,77,169.84
9255,93,52,24,box,46,770.89
9256,41,74,1,box,83,6.34
9257,16,29,88,ellipsoid,49,100.58
9258,42,25,84,box,13,943.82
9259,33,50,33,cylinder,75,131.5
9260,65,73,2,ellipsoid,73,12.37
9261,68,60,15,cylinder,10,532.09
9262,37,13,24,ellipsoid,6,52.41
9263,72,84,51,box,100,0
9264,19,88,20,box,91,37.01
9265,97,99,8,box,51,463.01
9266,86,23,1,cylinder,48,9.93
9267,86,78,6,box,35,321.78
9268,53,85,20,box,17,919.83
9269,1,77,95,box,7,83.67
9270,50,57,12,box,57,180.88
9271,52,92,88,cylinder,76,976.06
9272,39,3,73,ellipsoid,91,3.71
9273,1,59,84,ellipsoid,92,1.91
9274,18,25,80,box,24,336.52
9275,9,25,34,cylinder,53,34.73
9276,98,14,56,cylinder,6,697.69
9277,10,70,85,ellipsoid,8,264.4
9278,73,95,1,ellipsoid,35,21.77
9279,85,52,42,box,52,1096.01
9280,37,28,5,box,5,60.52
9281,81,39,46,cylinder,56,617.66
9282,37,25,10,box,10,102.39
9283,13,85,13,box,13,153.71
9284,1,56,59,cylinder,13,27.76
9285,20,71,39,box,22,531.31
9286,79,6,79,cylinder,69,112.14
9287,87,14,94,box,64,506.97
9288,4,64,47,box,87,19.23
9289,54,64,34,cylinder,57,488.1
9290,92,90,67,box,2,6687.07
9291,37,56,71,ellipsoid,20,568.46
9292,70,54,96,cylinder,99,35.05
9293,47,25,45,box,55,292.66
9294,57,85,22,ellipsoid,54,236.83
9295,86,73,41,box,71,918.13
9296,32,54,10,box,5,201.91
9297,13,27,95,box,19,332.21
9298,64,98,55,ellipsoid,13,1449.61
9299,92,15,32,ellipsoid,54,98.11
9300,58,31,3,box,25,49.75
9301,43,56,31,box,6,863.08
9302,33,87,2,ellipsoid,22,21.63
9303,72,87,46,ellipsoid,62,528.88
9304,63,97,26,box,28,1407.09
9305,40,77,55,box,77,479.23
9306,96,60,93,ellipsoid,55,1164.34
9307,68,34,18,box,60,204.75
9308,85,45,74,cylinder,89,300.78
9309,65,13,84,box,5,829.4
9310,49,45,33,box,1,886.05
9311,72,89,17,box,7,1246.11
9312,87,98,96,cylinder,58,3320.93
9313,96,76,13,box,14,1003.3
9314,49,89,68,box,16,3063.93
9315,9,50,92,box,99,5.09
9316,70,98,30,ellipsoid,10,894.64
9317,40,51,88,cylinder,38,1075.22
9318,19,36,44,cylinder,56,127.92
9319,56,54,79,box,16,2468.27
9320,73,65,82,box,54,2201.47
9321,63,98,32,cylinder,69,591.66
9322,3,92,97,ellipsoid,70,38.79
9323,5,54,25,cylinder,19,52.81
9324,25,38,31,cylinder,87,36.98
9325,33,49,17,ellipsoid,38,82.32
9326,68,94,66,ellipsoid,47,1079.99
9327,94,74,43,cylinder,57,1242.48
9328,10,61,81,cylinder,50,238.66
9329,29,65,17,box,37,248.31
9330,54,45,38,cylinder,7,829.59
9331,64,50,6,cylinder,15,157.65
9332,42,70,32,cylinder,3,881.58
9333,69,3,79,ellipsoid,6,74.24
9334,52,42,98,ellipsoid,35,671.98
9335,48,32,45,ellipsoid,3,323.84
9336,39,71,77,box,34,1730.86
9337,86,84,48,box,44,2388.42
9338,79,54,98,ellipsoid,73,545.22
9339,6,78,91,ellipsoid,99,2.05
9340,58,9,11,box,44,39.55
9341,66,77,23,ellipsoid,19,457.31
9342,12,86,87,box,93,77.3
9343,26,59,84,ellipsoid,28,448.12
9344,76,66,66,box,40,2443.19
9345,6,77,56,ellipsoid,37,78.72
9346,86,71,99,box,44,4163.75
9347,61,52,31,ellipsoid,24,360.97
9348,77,97,61,box,34,3698.63
9349,84,44,38,box,23,1330.18
9350,59,18,58,ellipsoid,28,214.21
9351,15,93,2,box,52,16.47
9352,4,14,9,box,86,0.86
9353,15,37,29,cylinder,97,4.66
9354,19,71,22,box,49,186.17
9355,52,96,96,box,42,3418.84
9356,15,62,2,cylinder,16,15.09
9357,81,6,70,box,2,410.07
9358,55,50,24,ellipsoid,83,54.19
9359,91,18,78,box,75,392.87
9360,40,83,49,cylinder,9,1430.11
9361,38,29,51,ellipsoid,54,124.87
9362,60,35,66,cylinder,99,13.38
9363,72,28,71,cylinder,91,124.44
9364,33,55,77,box,72,481.31
9365,84,37,50,box,51,936.59
9366,77,52,65,box,95,160.05
9367,55,47,26,ellipsoid,12,285.68
9368,50,3,61,cylinder,9,80.43
9369,59,92,36,cylinder,49,962.73
9370,75,66,74,cylinder,18,2901.65
9371,81,92,70,ellipsoid,50,1259.81
9372,86,67,82,box,81,1104.19
9373,84,4,21,ellipsoid,68,10.9
9374,84,27,38,ellipsoid,10,374.65
9375,84,94,89,ellipsoid,36,2172.41
9376,6,54,87,box,66,117.88
9377,25,46,63,cylinder,13,608.9
9378,62,15,86,cylinder,75,193.15
9379,90,69,66,cylinder,95,197.97
9380,22,51,33,box,16,382.55
9381,99,29,19,cylinder,45,289.83
9382,14,27,16,cylinder,98,1.16
9383,14,36,16,ellipsoid,42,22.59
9384,10,77,23,ellipsoid,64,30.79
9385,46,12,25,box,52,81.47
9386,96,24,85,box,22,1878.88
9387,5,65,91,ellipsoid,49,72.85
9388,2,5,50,cylinder,3,4.68
9389,18,97,95,cylinder,96,64.09
9390,50,86,39,cylinder,33,1085.43
9391,47,6,89,ellipsoid,85,18.18
9392,89,13,30,cylinder,30,234.71
9393,12,98,6,cylinder,56,29.99
9394,18,60,21,box,42,161.79
9395,31,5,85,cylinder,15,108.18
9396,68,12,67,ellipsoid,8,242.95
9397,68,93,31,ellipsoid,75,236.73
9398,18,24,52,ellipsoid,19,87.88
9399,41,96,16,box,14,666.16
9400,65,92,50,cylinder,40,1733.07
9401,13,92,17,box,66,85.02
9402,83,47,49,cylinder,52,886.35
9403,46,35,77,ellipsoid,89,65.86
9404,67,54,97,box,76,1035.99
9405,6,41,84,ellipsoid,75,24.95
9406,24,1,41,ellipsoid,7,4.42
9407,30,93,13,ellipsoid,89,19.27
9408,9,57,28,cylinder,13,120.72
9409,93,31,77,cylinder,98,42.89
9410,30,78,52,box,86,209.53
9411,77,63,35,box,30,1461.84
9412,64,19,42,cylinder,7,458.83
9413,97,33,60,ellipsoid,34,612.27
9414,68,85,10,box,91,63.98
9415,54,15,59,box,38,364.44
9416,21,15,50,box,14,166.6
9417,57,12,79,cylinder,50,261
9418,23,83,18,cylinder,74,86.3
9419,70,44,20,ellipsoid,91,26.77
9420,26,35,22,cylinder,41,114.1
9421,8,63,92,ellipsoid,22,174.69
9422,44,32,12,ellipsoid,26,60.39
9423,38,70,16,cylinder,73,111
9424,76,5,55,cylinder,42,117.1
9425,55,24,15,ellipsoid,73,25.82
9426,51,59,30,cylinder,82,156.96
9427,66,1,9,cylinder,62,2.18
9428,17,14,39,cylinder,15,76.21
9429,70,62,15,box,28,576.52
9430,56,2,93,ellipsoid,14,43.26
9431,36,70,10,ellipsoid,60,48.68
9432,4,86,21,ellipsoid,77,8.02
9433,24,91,38,box,10,918.72
9434,78,73,95,box,38,4125.13
9435,93,64,99,box,7,6740.4
9436,31,43,69,box,39,690.1
9437,28,52,15,box,51,131.62
9438,60,2,48,cylinder,80,11.12
9439,88,78,69,cylinder,44,2562.17
9440,26,41,93,ellipsoid,50,239.42
9441,70,62,69,cylinder,95,144.64
9442,36,5,83,cylinder,74,37.52
9443,6,85,70,box,16,368.85
9444,33,14,52,box,32,200.93
9445,42,58,14,ellipsoid,77,37.88
9446,81,7,99,ellipsoid,36,173.52
9447,93,19,61,ellipsoid,72,145.77
9448,51,29,86,cylinder,27,896.98
9449,40,50,3,ellipsoid,6,27.24
9450,52,47,36,box,15,919.87
9451,22,8,26,cylinder,74,11.49
9452,23,20,69,cylinder,27,223.83
9453,25,34,41,cylinder,33,225.56
9454,84,2,91,ellipsoid,66,25.1
9455,73,54,8,cylinder,76,73.11
9456,91,70,38,box,19,2411.64
9457,19,31,62,cylinder,16,296.33
9458,84,29,93,ellipsoid,38,678.44
9459,9,69,32,ellipsoid,49,48.95
9460,65,75,83,box,58,2090.29
9461,26,15,10,ellipsoid,44,10.54
9462,10,39,67,ellipsoid,50,63.1
9463,77,36,48,cylinder,64,462.73
9464,9,95,54,ellipsoid,4,214.08
9465,70,21,99,cylinder,62,534.23
9466,95,93,90,ellipsoid,98,76.81
9467,3,87,93,cylinder,60,93.79
9468,7,34,34,box,69,30.85
9469,21,28,39,box,91,25.38
9470,63,28,10,cylinder,100,0
9471,85,49,79,cylinder,55,1430.37
9472,79,20,77,ellipsoid,2,575.88
9473,90,14,96,ellipsoid,56,257.07
9474,47,6,25,box,39,52.89
9475,78,83,4,cylinder,38,155.1
9476,89,34,4,ellipsoid,20,46.77
9477,4,90,87,ellipsoid,82,27.23
9478,14,50,96,cylinder,9,590.75
9479,20,14,43,box,52,71.08
9480,92,10,16,box,87,23.53
9481,15,89,10,box,100,0
9482,41,4,82,cylinder,77,29.87
9483,32,66,34,cylinder,1,686.75
9484,77,3,55,ellipsoid,58,25.77
9485,65,21,87,cylinder,27,837.47
9486,11,46,81,box,22,393.21
9487,92,9,75,ellipsoid,12,263.96
9488,23,34,25,box,21,189.96
9489,39,82,69,cylinder,79,447.65
9490,75,21,23,ellipsoid,19,141.72
9491,51,9,71,box,64,144.3
9492,98,97,16,ellipsoid,88,88.15
9493,15,1,23,ellipsoid,40,0.99
9494,55,67,48,cylinder,33,1144.84
9495,51,11,1,ellipsoid,31,1.86
9496,98,79,92,box,73,2365.42
9497,71,42,85,ellipsoid,88,146.91
9498,24,50,92,box,36,869.06
9499,31,70,25,ellipsoid,71,75.99
9500,98,29,84,box,98,58.72
9501,36,87,54,cylinder,3,1584.82
9502,71,79,91,box,9,5713.11
9503,55,32,77,cylinder,53,615.31
9504,9,74,12,cylinder,79,16.21
9505,19,57,87,box,46,625.81
9506,56,38,73,cylinder,72,420.19
9507,87,25,77,cylinder,68,517.72
9508,60,13,53,cylinder,82,71.88
9509,58,22,20,cylinder,6,231.74
9510,77,57,61,ellipsoid,55,581.93
9511,10,28,35,ellipsoid,42,27.45
9512,28,47,52,ellipsoid,5,314.01
9513,52,11,80,cylinder,30,309.44
9514,99,66,99,box,51,3898.66
9515,8,34,73,ellipsoid,16,80.56
9516,70,22,98,ellipsoid,97,21.86
9517,68,13,84,cylinder,67,236.72
9518,10,75,22,ellipsoid,13,69.33
9519,99,9,58,box,97,19.06
9520,76,8,14,ellipsoid,29,29.19
9521,87,3,48,cylinder,3,117.39
9522,24,65,93,cylinder,3,1359.48
9523,6,37,19,box,89,5.7
9524,75,65,99,ellipsoid,18,1911.56
9525,15,43,31,box,20,196.75
9526,16,32,51,cylinder,62,95.85
9527,14,51,51,box,83,76.14
9528,71,71,83,ellipsoid,93,141.46
9529,62,47,32,cylinder,1,891.8
9530,25,68,46,box,2,942.62
9531,44,63,55,box,33,1256.42
9532,55,51,42,ellipsoid,100,0
9533,55,33,72,box,11,1430.55
9534,64,33,95,ellipsoid,15,823.76
9535,48,22,69,cylinder,3,682.77
9536,41,89,57,cylinder,69,622.88
9537,21,75,95,cylinder,47,766.08
9538,2,23,77,cylinder,39,20.87
9539,18,77,24,box,71,118.65
9540,77,50,66,cylinder,46,1325.54
9541,94,5,85,ellipsoid,85,28.94
9542,31,86,54,cylinder,64,500.66
9543,3,71,12,box,66,10.68
9544,37,73,32,cylinder,95,41.74
9545,32,52,58,cylinder,24,708.58
9546,68,57,63,ellipsoid,19,955.37
9547,6,90,3,ellipsoid,98,0.15
9548,40,72,88,ellipsoid,85,183.62
9549,70,94,86,ellipsoid,14,2350.64
9550,60,14,53,box,83,93.09
9551,89,46,96,box,49,2465.43
9552,14,10,76,cylinder,35,66.81
9553,62,41,71,box,96,88.79
9554,24,77,60,box,19,1104.69
9555,85,36,68,ellipsoid,6,944.76
9556,79,21,2,ellipsoid,51,7.85
9557,21,45,47,box,97,16.38
9558,34,21,72,box,4,607.02
9559,8,48,58,box,19,221.89
9560,82,65,68,cylinder,57,1505.56
9561,77,5,22,box,39,63.55
9562,7,55,8,box,29,26.89
9563,83,8,86,ellipsoid,42,159.97
9564,92,26,7,ellipsoid,41,47.71
9565,66,55,14,cylinder,65,171.82
9566,25,98,36,cylinder,51,417.5
9567,62,18,52,ellipsoid,66,95.3
9568,53,4,3,ellipsoid,58,1.29
9569,8,12,1,box,38,0.73
9570,69,77,76,cylinder,67,1287.24
9571,92,42,86,box,89,449.6
9572,62,8,37,box,96,9.02
9573,46,94,80,ellipsoid,60,668.34
9574,46,75,44,box,7,1736.44
9575,62,26,24,cylinder,13,325.15
9576,96,66,76,box,40,3553.73
9577,1,18,55,box,15,10.35
9578,65,86,31,box,72,596.81
9579,24,21,50,cylinder,89,26.77
9580,70,70,96,box,13,5033.75
9581,90,70,86,cylinder,94,314.04
9582,68,71,63,ellipsoid,44,822.73
9583,31,63,16,cylinder,13,262.62
9584,38,90,32,ellipsoid,38,327.74
9585,43,88,10,cylinder,50,182.77
9586,17,35,81,cylinder,13,405.05
9587,11,81,63,box,70,207.13
9588,87,76,20,box,84,260.24
9589,50,55,78,cylinder,94,124.32
9590,81,71,21,cylinder,38,723.35
9591,88,27,52,box,72,425.51
9592,80,3,19,cylinder,74,11.45
9593,16,26,97,box,78,109.19
9594,4,44,77,box,96,6.66
9595,87,41,86,cylinder,58,1244.64
9596,79,67,55,ellipsoid,38,871.8
9597,64,23,38,ellipsoid,60,108.07
9598,76,37,78,cylinder,56,932.3
9599,29,90,72,box,42,1340.62
9600,17,73,45,box,86,96.16
9601,55,45,55,box,62,636.24
9602,68,42,9,ellipsoid,28,89.39
9603,75,76,56,ellipsoid,90,154.17
9604,65,37,51,ellipsoid,79,124.41
9605,69,33,51,box,66,485.64
9606,28,88,92,cylinder,79,459.87
9607,15,57,40,cylinder,58,138.76
9608,34,10,75,ellipsoid,24,93.6
9609,82,57,30,box,82,310.44
9610,37,65,20,box,46,319.48
9611,57,70,1,ellipsoid,23,14.83
9612,61,82,44,box,57,1164.04
9613,63,27,24,cylinder,29,280
9614,69,26,11,ellipsoid,45,52.42
9615,39,76,60,box,53,1028.09
9616,91,1,69,cylinder,77,13.95
9617,84,21,24,box,54,239.53
9618,19,33,15,box,90,11.56
9619,22,26,79,ellipsoid,25,163.7
9620,68,18,24,cylinder,27,207.16
9621,54,83,69,cylinder,3,2897.92
9622,89,51,52,ellipsoid,46,615.63
9623,89,5,6,box,36,21.01
9624,41,39,32,ellipsoid,72,69.2
9625,67,65,5,ellipsoid,38,65.21
9626,70,41,49,cylinder,47,720.02
9627,7,51,42,ellipsoid,8,66.63
9628,33,42,90,cylinder,23,927.87
9629,14,36,32,cylinder,7,144.89
9630,60,7,98,cylinder,57,170.97
9631,67,7,24,ellipsoid,3,52.73
9632,99,82,29,cylinder,9,2069.58
9633,37,90,20,ellipsoid,23,247.7
9634,87,18,91,box,75,438.2
9635,27,97,16,box,18,422.64
9636,10,48,98,ellipsoid,11,202.21
9637,76,22,64,box,26,973.98
9638,45,16,35,ellipsoid,87,15.82
9639,78,86,73,box,27,4396.87
9640,71,54,19,ellipsoid,60,140.74
9641,83,34,76,cylinder,73,559.4
9642,32,13,61,box,73,84.27
9643,46,51,99,cylinder,73,605.78
9644,89,90,74,ellipsoid,31,1975.5
9645,69,20,92,box,15,1327.36
9646,87,86,67,ellipsoid,69,750.61
9647,42,56,26,cylinder,94,35.44
9648,4,41,25,cylinder,85,5.94
9649,97,37,6,cylinder,59,85.29
9650,65,88,27,cylinder,5,1417.35
9651,15,18,56,ellipsoid,32,49.66
9652,59,32,13,cylinder,4,227.62
9653,56,40,73,ellipsoid,69,244.84
9654,58,87,69,cylinder,91,302.71
9655,58,83,3,ellipsoid,98,1.39
9656,26,75,31,ellipsoid,61,113.87
9657,1,24,30,ellipsoid,93,0.24
9658,95,32,88,box,33,2204.63
9659,73,99,5,box,35,288.89
9660,61,86,18,box,68,371.66
9661,93,95,4,cylinder,46,184.35
9662,52,29,23,cylinder,1,331.71
9663,49,83,83,ellipsoid,63,603.28
9664,35,17,17,cylinder,37,61.56
